线路名称,线路类型,运行时间,总里程,公交公司,正向路线,反向路线
K122路(大明湖火车站--济钢东门),普通公交,,18.82625,济南公交集团中部公交分公司,"大明湖火车站,北关,大明湖北门,大明湖东门,
明湖东路菜市庄街,长盛小区,花园路历山路,花园路山大路,
山大北路西口,历城区政府,山大北路二环东路,华龙路西口,
华龙路七里河路,七里河东,华龙路华信路,华龙路华阳路,
丁家庄西,丁家庄东,工业南路正丰路,贤文庄,
工业南路舜华路,牛旺庄,工业南路开拓路,邓家,
石化园小区,工业南路凤凰路,义和庄,炼油厂,
殷陈南,殷陈北,工业南路工业北路,济钢,
济钢东门","济钢东门,济钢,工业南路工业北路,殷陈北,
殷陈南,炼油厂,义和庄,工业南路凤凰路,
石化园小区,邓家,工业南路开拓路,牛旺庄,
工业南路舜华路,贤文庄,工业南路正丰路,丁家庄东,
丁家庄西,华龙路华阳路,华龙路华信路,七里河东,
华龙路七里河路,华龙路西口,山大北路二环东路,历城区政府,
山大北路西口,花园路山大路,花园路历山路,长盛小区,
明湖东路菜市庄街,大明湖东门,大明湖北门,北关,
大明湖火车站"
K123路(泺文路泺源大街--公交驾校),普通公交,,15.79195,济南公交总公司,"泺文路泺源大街,泺文路文化西路,文化西路千佛山路,文化西路东口,
山师,省杂技团,省文化艺术学校,山东省精神卫生中心,
甸柳新村五区,燕子山路和平路,燕子山路北口,公交集团,
甸柳庄,工业南路西口,七里河,工业南路华信路,
工业南路彤霞路,工业南路化纤厂路,丁家庄西,丁家庄东,
工业南路正丰路,贤文庄,舜华路天辰路,天辰路颖秀路,
天辰路开拓路,天辰路东口,凤凰路新泺大街,刘智远村北,
凤凰路舜风路,刘智远村,公交驾校","公交驾校,刘智远村,凤凰路舜风路,刘智远村北,
凤凰路新泺大街,天辰路东口,天辰路开拓路,天辰路颖秀路,
舜华路天辰路,贤文庄,工业南路正丰路,丁家庄东,
丁家庄西,工业南路化纤厂路,工业南路彤霞路,工业南路华信路,
七里河,工业南路西口,甸柳庄,公交集团,
燕子山路北口,燕子山路和平路,甸柳新村五区,山东省精神卫生中心,
省文化艺术学校,省杂技团,山师,文化西路东口,
文化西路千佛山路,泺文路文化西路,泺文路泺源大街"
K124路(白马山铁路新村--市立五院),普通公交,,5.65118,济南公交总公司第五分公司,"白马山铁路新村,山凹,山凹北,白马山庄,
白马家园,省残疾人康复中心,映月紫云城,谷庄欣都花园,
机床二厂路,南辛庄西路经十路,市立五院","市立五院,南辛庄西路经十路,机床二厂路,谷庄欣都花园,
映月紫云城,省残疾人康复中心,白马家园,白马山庄,
山凹北,山凹,白马山铁路新村"
K126路(经十路营市街--常旗屯),普通公交,0645--1945,13.05464,济南公交总公司,"经十路营市街,经十路营市西街,经十路段兴西路,腊山立交桥,
腊山立交桥西,刘庄,经十路腊山北路,明星小区,
经十路腊山河东路,经十路齐州路,大杨庄,担山屯,
宋家庄,宋家庄北,田家庄东,田家庄中,
田家庄,睦里庄东,睦里庄,常旗屯
","常旗屯,睦里庄,睦里庄东,田家庄,
田家庄中,田家庄东,宋家庄北,宋家庄,
担山屯,大杨庄,经十路齐州路,经十路腊山河东路,
明星小区,经十路腊山北路,刘庄,腊山立交桥西,
腊山立交桥,经十路段兴西路,经十路营市西街,经十路营市街
"
K127路(纬二路经七路--大魏西),普通公交,0640--2150,13.28801,济南公交总公司,"纬二路经七路,建国小经三路,纬四路南口,经七路小纬六路,
省立医院,无影山路堤口路,建筑宿舍,山一大三院,
省气象局,建材市场,无影山北路小清河北路,袁庄,
卢庄,济南天志医院(泺安路),无影山北路泺口南路,山东泺口旧车市场,
小鲁家庄,药山公园,天桥工业开发区,太平庄,
蓝翔中路东宇大街,二十九中,大魏,大魏西
","大魏西,大魏,二十九中,蓝翔中路东宇大街,
太平庄,天桥工业开发区,药山公园,小鲁家庄,
山东泺口旧车市场,无影山北路泺口南路,济南天志医院(泺安路),卢庄,
袁庄,无影山北路小清河北路,建材市场,省气象局,
山一大三院,建筑宿舍,无影山路堤口路,省立医院,
经七路小纬六路,纬四路南口,建国小经三路,纬二路经七路
"
K128路(刘长山路公交车场--泉城广场),普通公交,,11.78793,济南公交总公司,"刘长山路公交车场,袁柳小区南区,刘长山路龙窝东路,刘长山路南辛庄西路,
卧龙路南辛庄西路,卧龙路小学,王官庄小区东区,卧龙路卧清路,
秀园小区,鸿园小区,阳光新路刘长山路,阳光新路建宁路,
阳光新路北口,经十路建设路,八一立交桥西,纬一路经十路,
市妇幼保健院,纬一路经七路,杆石桥,饮虎池,
趵突泉南门,泉城广场,朝山街北口,朝山街南口,
泺文路文化西路,泉城广场","泉城广场,泺文路文化西路,朝山街南口,朝山街北口,
泉城广场,趵突泉南门,饮虎池,杆石桥,
纬一路经七路,市妇幼保健院,纬一路经十路,八一立交桥西,
经十路建设路,阳光新路北口,阳光新路建宁路,阳光新路刘长山路,
鸿园小区,秀园小区,卧龙路卧清路,王官庄小区东区,
卧龙路小学,卧龙路南辛庄西路,刘长山路南辛庄西路,刘长山路龙窝东路,
袁柳小区南区,刘长山路公交车场"
K130路(动物园--大桥街道办事处),普通公交,0620--2045,16.26268,济南公交总公司第一分公司,"动物园,泺口服装城,小清河北路标山路,小清河北路新赵路,
新城小区,五柳闸,五柳岛,小清河北路水屯路,
小清河北路历黄路,黄台环球家居,济南二中,黄台茶叶市场,
黄台,前进桥,将军路荷花路,石门,
宋刘村,高墙王,零点立交南,姬家庄,
零点国际物流港,亓家,黄河大桥南,鹊山水库,
大王村,冯塘名郡,马家店,大桥街道办事处
","大桥街道办事处,马家店,冯塘名郡,大王村,
鹊山水库,黄河大桥南,亓家,零点国际物流港,
姬家庄,零点立交南,高墙王,宋刘村,
石门,将军路荷花路,前进桥,黄台,
黄台茶叶市场,济南二中,黄台环球家居,小清河北路历黄路,
小清河北路水屯路,五柳岛,五柳闸,新城小区,
小清河北路新赵路,小清河北路标山路,泺口服装城,动物园
"
K131路(瀚裕华园--二环东路文化东路),普通公交,,12.83248,济南公交集团东部公交第五分公司,"瀚裕华园,瀚裕华园北,凤园路旅游路,小汉峪,
旅游路凤凰路,旅游路凤新路,大汉峪,旅游路舜华南路,
龙洞隧道东,旅游路奥体东路,旅游路奥体西路,旅游路福地街,
转山西路旅游路,云驰路转山西路,龙景苑,云驰路洪山路,
紫缘山庄,霞景路旅游路,中井庄,洄龙小区,
浆水泉路旅游路,地矿家园,正大城市花园,经十路浆水泉路,
燕山立交桥东,燕山立交桥北,二环东路文化东路","二环东路文化东路,燕山立交桥北,燕山立交桥东,经十路浆水泉路,
正大城市花园,地矿家园,浆水泉路旅游路,洄龙小区,
中井庄,霞景路旅游路,紫缘山庄,云驰路洪山路,
龙景苑,云驰路转山西路,转山西路旅游路,旅游路福地街,
旅游路奥体西路,旅游路奥体东路,龙洞隧道东,旅游路舜华南路,
大汉峪,旅游路凤新路,旅游路凤凰路,小汉峪,
凤园路旅游路,瀚裕华园北,瀚裕华园"
K132路(郑店村--华联商厦),普通公交,,13.27755,济南公交总公司第四分公司,"郑店村,郑店村南,美里湖公园,美里村,
美里花园,绿岛颐年苑,邹庄新村,邹庄,
海那城,美里路西沙中路,西沙庄北,二环西路美里路,
西沙王庄,西沙小区,二环西路粟山路,新沙小区西区,
新沙王庄,美里新居,小清河北路东宇大街,黄岗工业园,
黄岗,黄岗路无影山中路,重汽彩世界,济齐路黄岗路,
济齐路交校路,济齐路张庄路,八里桥,经二纬十二,
华联商厦","华联商厦,经二纬十二,八里桥,济齐路张庄路,
济齐路交校路,济齐路黄岗路,重汽彩世界,黄岗路无影山中路,
黄岗,黄岗工业园,小清河北路东宇大街,美里新居,
新沙王庄,新沙小区西区,二环西路粟山路,西沙小区,
西沙王庄,二环西路美里路,西沙庄北,美里路西沙中路,
海那城,邹庄,邹庄新村,绿岛颐年苑,
美里花园,美里村,美里湖公园,郑店村南,
郑店村"
K133路(纬十二路经七路--彭庄),普通公交,,12.7287,济南公交总公司第四分公司,"纬十二路经七路,经十路德兴街,经十路经七路,经十路北小辛庄西街,
经十路营市街,经十路营市西街,经十路段兴西路,腊山立交桥,
腊山立交桥西,刘庄,张庄路经十路,名士花园,
张庄路经六路,济南三十中学,烟台路张庄路,烟台路淄博路,
腊山河东路烟台路,省会大剧院,文化艺术中心三馆,腊山河西路威海路,
中建锦绣城,青岛路腊山河西路,恒大雅苑,聊城路泰安路,
兴福佳苑南门,彭庄","彭庄,兴福佳苑南门,聊城路泰安路,恒大雅苑,
青岛路腊山河西路,中建锦绣城,腊山河西路威海路,文化艺术中心三馆,
省会大剧院,腊山河东路烟台路,烟台路淄博路,烟台路张庄路,
济南三十中学,张庄路经六路,名士花园,张庄路经十路,
刘庄,腊山立交桥西,腊山立交桥,经十路段兴西路,
经十路营市西街,经十路营市街,经十路北小辛庄西街,经十路经七路,
经十路德兴街,纬十二路经七路"
K135路(大桥街道办事处--桑梓店公交车场),普通公交,,14.76873,济南公交总公司,"大桥街道办事处,马家店北,甜水新村,大刘村,
大吴村,大桥工业园,大庄村,三教村,
小寨村,老寨村东,老寨村西,三官庙村,
怀庄村,桑梓店街道办事处东,桑梓店街道办事处北,济南新材料产业园区,
鑫茂齐鲁科技城,周闫村,桑梓店公交车场","桑梓店公交车场,周闫村,鑫茂齐鲁科技城,济南新材料产业园区,
桑梓店街道办事处北,桑梓店街道办事处东,怀庄村,三官庙村,
老寨村西,老寨村东,小寨村,三教村,
大庄村,大桥工业园,大吴村,大刘村,
甜水新村,马家店北,大桥街道办事处"
K137路(西八公交车场--七里河),普通公交,,13.45846,济南公交集团南部公交分公司,"西八公交车场,英雄山路七里山路,七里山路英雄山路,八里洼路玉函路,
八里洼路玉兴路,东八里洼,历阳大街西口,旅游路历阳大街,
旅游路东山路,国华·东方美郡,旅游路千佛山南路,千佛山南门,
旅游路千佛山东路,环山路燕翔路,大众日报社宿舍,经十路燕子山西路,
山大路经十路,山大路文化东路,山大路和平路,山大路解放路,
百花剧院,公交集团,甸柳庄,工业南路西口,
七里河","七里河,工业南路西口,甸柳庄,公交集团,
百花剧院,山大路解放路,山大路和平路,山大路文化东路,
山大路经十路,经十路燕子山西路,大众日报社宿舍,环山路燕翔路,
旅游路千佛山东路,千佛山南门,旅游路千佛山南路,国华·东方美郡,
旅游路东山路,旅游路历阳大街,历阳大街西口,东八里洼,
八里洼路玉兴路,八里洼路玉函路,七里山路英雄山路,英雄山路七里山路,
西八公交车场"
K138路(铁厂北路公交车场--鑫达小区),普通公交,0530--2130,10.64486,济南公交总公司,"铁厂北路公交车场,凤凰北路飞跃大道,徐家庄北,金达路中林路,
花园东路金达路,开拓路沁园路,牛旺庄小区,沁园路颖秀路,
沁园路舜华北路,新东方花园,新生活家园,贤文小区,
康虹路正丰路,花园东路正丰路,花园东路奥体西路,十里河东,
十里河,十里河西,历城五中,花园路华信路,
市口腔医院历城院区,二环东路花园路,鑫达小区","鑫达小区,二环东路花园路,市口腔医院历城院区,花园路华信路,
历城五中,十里河西,十里河,十里河东,
花园东路奥体西路,花园东路正丰路,康虹路正丰路,贤文小区,
新生活家园,新东方花园,沁园路舜华北路,沁园路颖秀路,
牛旺庄小区,开拓路沁园路,花园东路金达路,金达路中林路,
徐家庄北,凤凰北路飞跃大道,铁厂北路公交车场"
K140路(大魏西--成丰桥),普通公交,,10.40478,济南公交总公司,"大魏西,大魏,二十九中,东宇大街蓝翔中路,
时代总部基地西门,东宇花园,粟山路东宇大街,东沙王庄,
粟山路黄岗路,王炉庄北,粟山路永鼎路,王炉庄,
粟山拥军站,小清河北路无影山北路,建材市场,省气象局,
无影山路,黄屯小区,无影山东路南口,天桥区政府,
成丰桥","成丰桥,天桥区政府,无影山东路南口,黄屯小区,
无影山路,省气象局,建材市场,小清河北路无影山北路,
粟山拥军站,王炉庄,粟山路永鼎路,王炉庄北,
粟山路黄岗路,东沙王庄,粟山路东宇大街,东宇花园,
时代总部基地西门,东宇大街蓝翔中路,二十九中,大魏,
大魏西"
K141路(峰山路经十西路--济南西站),普通公交,,33.24642,济南公交集团西部公交第一分公司,"峰山路经十西路,西苏庄,峰山路苏燕路,峰山路中段,
峰山路阜新街,雅居花苑,长清区交警大队,鸣泉嘉园,
峰山路清河街,峰山路宾谷街,大学路经十西路,长泰小区,
大学路凤凰路,八里庄,乐天小区,公交营运中心,
中医药大学,海棠路大学路站,中医药大学东门,齐鲁工业大学宿舍,
齐鲁工业大学北门,牛顿路,紫薇路牛顿路,紫薇阁,
耕读世家,省劳动技术学院南门,省劳动技术学院,山东职业技工学校,
平安南路刘长山路,齐鲁汽车生活广场,国舜集团,平安北路玉皇山路,
附设站,平安店北,经十西路晨辉路,三龙小区,
平安工业园,藤屯,杜家庙,小李庄,
丰齐,朱庄,南八里,润华汽车园,
古城,田欣苑小区,蓝石大溪地,周王庄,
担山屯,大杨庄,齐州路经十路,育华中学,
大金新苑,烟台路齐州路,济南西站","济南西站,烟台路齐州路,大金新苑,育华中学,
齐州路经十路,大杨庄,担山屯,周王庄,
蓝石大溪地,田欣苑小区,古城,润华汽车园,
南八里,朱庄,丰齐,小李庄,
杜家庙,藤屯,平安工业园,三龙小区,
经十西路晨辉路,平安店北,附设站,平安北路玉皇山路,
国舜集团,齐鲁汽车生活广场,平安南路刘长山路,山东职业技工学校,
省劳动技术学院,省劳动技术学院南门,耕读世家,紫薇阁,
紫薇路牛顿路,牛顿路,齐鲁工业大学北门,齐鲁工业大学宿舍,
中医药大学东门,海棠路大学路站,中医药大学,公交营运中心,
乐天小区,八里庄,大学路凤凰路,长泰小区,
大学路经十西路,峰山路宾谷街,峰山路清河街,鸣泉嘉园,
长清区交警大队,雅居花苑,峰山路阜新街,峰山路中段,
峰山路苏燕路,西苏庄,峰山路经十西路"
K142路(石崮新村--西八公交车场),普通公交,0545--1800,14.50078,济南公交总公司第二分公司,"石崮新村,大石崮村,小石崮村,石匣村,
瓦峪村,吴家南,吴家北,西仙村,
西仙村东,望岳路,大涧沟南,大涧沟,
山东济南养老中心,大涧沟北,南康,分水岭南,
分水岭,南苑小区,英雄山立交桥南,英雄山立交桥北,
十六里河街道办事处,东方红桥,西八公交车场","西八公交车场,东方红桥,十六里河街道办事处,英雄山立交桥北,
英雄山立交桥南,南苑小区,分水岭,分水岭南,
南康,大涧沟北,山东济南养老中心,大涧沟,
大涧沟南,望岳路,西仙村东,西仙村,
吴家北,吴家南,瓦峪村,石匣村,
小石崮村,大石崮村,石崮新村"
K145路(瀚裕华园--黄金山水郡公交车场),普通公交,0600--2100,13.00267,济南公交集团中部公交分公司,"瀚裕华园,瀚裕华园北,凤园路旅游路,小汉峪,
旅游路凤凰路,旅游路凤新路,大汉峪,旅游路舜华南路,
舜华南路东荷路,舜义路舜华南路,舜义路舜宁路,舜义路舜贤路,
奥龙观邸北门,奥龙观邸,龙奥北路奥体东路,龙奥大厦北门,
体育场西,经十路奥体西路2,万象城2,省博物馆2,
华洋名苑,浆水泉路经十路,正大城市花园,地矿家园,
地矿家园南门,山财大燕山校区南门,荆山路二环东路,山东技师学院,
浆水泉西路二环东路,黄金山水郡四区,黄金山水郡,黄金山水郡公交车场
","黄金山水郡公交车场,黄金山水郡,黄金山水郡四区,浆水泉西路二环东路,
山东技师学院,荆山路二环东路,山财大燕山校区南门,地矿家园南门,
地矿家园,正大城市花园,浆水泉路经十路,华洋名苑,
省博物馆2,万象城2,经十路奥体西路2,体育场西,
龙奥大厦北门,龙奥北路奥体东路,奥龙观邸,奥龙观邸北门,
舜义路舜贤路,舜义路舜宁路,舜义路舜华南路,舜华南路东荷路,
旅游路舜华南路,大汉峪,旅游路凤新路,旅游路凤凰路,
小汉峪,凤园路旅游路,瀚裕华园北,瀚裕华园
"
K146路(鲍山花园北区--龙奥公交枢纽),普通公交,,10.44606,济南公交总公司,"鲍山花园北区,鲍山花园南区,将山,凤鸣路章灵丘街,
凤鸣路世纪大道,世纪大道凤礼路,凤歧路世纪大道,尚东花园,
建大花园,凤鸣学校,兴港路凤歧路,崇璟小学,
兴港路中段,兴港路凤山路,金域华府西门,中心医院东院,
北胡,舜华南路经十路,舜华南路龙奥北路,龙奥北路舜华南路,
龙奥公交枢纽","龙奥公交枢纽,龙奥北路舜华南路,舜华南路龙奥北路,舜华南路经十路,
北胡,中心医院东院,金域华府西门,兴港路凤山路,
兴港路中段,崇璟小学,兴港路凤歧路,凤鸣学校,
建大花园,尚东花园,凤歧路世纪大道,世纪大道凤礼路,
凤鸣路世纪大道,凤鸣路章灵丘街,将山,鲍山花园南区,
鲍山花园北区"
K149路(制革街--方特东方神画),普通公交,,14.04663,济南公交集团西部公交分公司,"制革街,制革街路东,省立三院,无影山东路,
无影山路,西苑小区,交通学院,无影山中路黄岗路,
匡山公园,匡山村,匡山村北,南沙小区,
清源路二环西路,清源路滨州路,清源路潍坊路,南吴家堡南,
清源路淄博路,腊山河东路小饮马巷,德州路腊山河路,西城济水上苑,
济水上苑南门,聊城路泰安路,兴福佳苑南门,齐鲁大道聊城路,
济齐路齐鲁大道,中赵庄,方特东方神画","方特东方神画,中赵庄,济齐路齐鲁大道,齐鲁大道聊城路,
兴福佳苑南门,聊城路泰安路,济水上苑南门,西城济水上苑,
德州路腊山河路,腊山河东路小饮马巷,清源路淄博路,南吴家堡南,
清源路潍坊路,清源路滨州路,清源路二环西路,南沙小区,
匡山村北,匡山村,匡山公园,无影山中路黄岗路,
交通学院,西苑小区,无影山路,无影山东路,
省立三院,制革街路东,制革街"
K152路(福地街--舜耕路土屋路),普通公交,0630--2115,13.91025,济南公交集团南部公交分公司,"福地街,福地街北口,转山西路旅游路,转山西路云驰路,
转山西路北口,省博物馆,华洋名苑,经十路浆水泉路,
燕山立交桥东,燕山立交桥西,经十路燕子山路,经十路山大路,
经十路燕子山西路,经十路科院路,千佛山医院,山东省文化馆,
千佛山风景区,千佛山西门,千佛山西路马鞍山路,泉城公园,
舜耕国际会展中心,济大东校区,舜玉小区,东八里洼,
舜耕路玉函小区北路,舜耕路土屋路","舜耕路土屋路,舜耕路玉函小区北路,东八里洼,舜玉小区,
济大东校区,舜耕国际会展中心,泉城公园,千佛山西路马鞍山路,
千佛山西门,千佛山风景区,山东省文化馆,千佛山医院,
经十路科院路,经十路燕子山西路,经十路山大路,经十路燕子山路,
燕山立交桥西,燕山立交桥东,经十路浆水泉路,华洋名苑,
省博物馆,转山西路北口,转山西路云驰路,转山西路旅游路,
福地街北口,福地街"
K153路(济南大学--重汽卡车公司),普通公交,0700--2000,9.20559,济南公交总公司第五分公司,"济南大学,七贤广场,七贤庄东,文庄中,
文庄西,凤凰山立交桥,展西,邵西,
裕通大街二环西路,魏家庄,魏家吉祥苑,党家枣林,
党家中学,重汽卡车公司","重汽卡车公司,党家中学,党家枣林,魏家吉祥苑,
魏家庄,裕通大街二环西路,邵西,展西,
凤凰山立交桥,文庄西,文庄中,七贤庄东,
七贤广场,济南大学"
K155路(济南大学--济大东校区),普通公交,,11.46737,济南公交总公司,"济南大学,二环南路南辛庄西路,前龙花园,济大东南门,
二环南路九曲庄路,二环南路郎茂山路,山东医高专西,山东医高专,
山景园小区,西十六里河北,西十六里河,外海蝶泉山庄,
南苑小区北门,英雄山立交桥北,十六里河街道办事处,东方红桥,
西八公交车场,玉函路玉函小区北路,玉函路七里山路,西藏中学,
张安,济大路玉函路,舜玉小区北区,省财政厅,
济大东校区","济大东校区,省财政厅,舜玉小区北区,济大路玉函路,
张安,西藏中学,玉函路七里山路,玉函路玉函小区北路,
西八公交车场,东方红桥,十六里河街道办事处,英雄山立交桥北,
南苑小区北门,外海蝶泉山庄,西十六里河,西十六里河北,
山景园小区,山东医高专,山东医高专西,二环南路郎茂山路,
二环南路九曲庄路,济大东南门,前龙花园,二环南路南辛庄西路,
济南大学"
K156路(济南站--济南西站公交枢纽),普通公交,0610--0040,12.24753,济南公交集团西部公交第四分公司,"济南站,经一纬五,经一纬六,经一纬九,
西市场,经一纬十二,槐村街经四路,营市街经六路,
经十路营市西街,经十路段兴西路,腊山立交桥,腊山立交桥西,
刘庄,经十路腊山北路,明星小区,腊山河东路枣庄路,
腊山河东路莱芜路,附设站,腊山河东路烟台路,省会大剧院,
文化艺术中心三馆,济南报业,济南西站公交枢纽","济南西站公交枢纽,济南报业,文化艺术中心三馆,省会大剧院,
腊山河东路烟台路,附设站,腊山河东路莱芜路,腊山河东路枣庄路,
明星小区,经十路腊山北路,刘庄,腊山立交桥西,
腊山立交桥,经十路段兴西路,经十路营市西街,营市街经六路,
槐村街经四路,经一纬十二,西市场,经一纬九,
经一纬六,经一纬五,济南站"
K158路(济南职业学院--唐冶公交枢纽),普通公交,,8.89321,济南公交总公司,"济南职业学院,蟠龙山,市委党校,济南护理职业学院,
港西路旅游路,章锦综合保税区,神武,高新区交警大队,
港源四路港兴三路,港兴三路港源三路,港兴三路港源二路,港西路神武北街,
敬德街唐冶中路,唐冶公交枢纽","唐冶公交枢纽,敬德街唐冶中路,港西路神武北街,港兴三路港源二路,
港兴三路港源三路,港源四路港兴三路,高新区交警大队,神武,
章锦综合保税区,港西路旅游路,济南护理职业学院,市委党校,
蟠龙山,济南职业学院"
K159路(重汽南路公交车场--宅科村),普通公交,0600--1900,9.39052,济南公交总公司,"重汽南路公交车场,刘家林北,刘家林,附设站,
催马庄北,催马庄,催马小学,西西村,
张家庄,张家庄南,东渴马村,东渴马村东,
寨而头村西,寨而头村,宅科村","宅科村,寨而头村,寨而头村西,东渴马村东,
东渴马村,张家庄南,张家庄,西西村,
催马小学,催马庄,催马庄北,附设站,
刘家林,刘家林北,重汽南路公交车场"
K160路(燕山立交桥北--公交新泺大街东口车场),普通公交,0600--2130,14.21399,济南公交总公司第三分公司,"燕山立交桥北,窑头路二环东路,友谊苑小区,华洋名苑1,
省博物馆,万象城1,经十路奥体西路1,体育场西,
龙奥大厦北门,龙奥北路奥体东路,奥龙观邸,龙奥公交枢纽,
龙奥北路舜华南路,舜华南路龙奥北路,舜华南路经十路,舜华路南口,
舜华路伯乐路,齐鲁软件园东,舜华东路,高新区政务中心,
舜华路天辰路,工业南路舜华路,牛旺庄,开拓路工业南路,
开拓路天辰路,新泺大街开拓路,公交新泺大街东口车场","公交新泺大街东口车场,新泺大街开拓路,开拓路天辰路,开拓路工业南路,
牛旺庄,工业南路舜华路,舜华路天辰路,高新区政务中心,
舜华东路,齐鲁软件园东,舜华路伯乐路,舜华路南口,
舜华南路经十路,舜华南路龙奥北路,龙奥北路舜华南路,龙奥公交枢纽,
奥龙观邸,龙奥北路奥体东路,龙奥大厦北门,体育场西,
经十路奥体西路1,万象城1,省博物馆,华洋名苑1,
友谊苑小区,窑头路二环东路,燕山立交桥北"
K162路(孙村新区--舜华路天辰路),普通公交,,19.37384,济南公交集团东部公交第四分公司,"孙村新区,科创路春博路,碧桂园翡翠雅郡,科创路春晖路,
春晖路科文路,科航路春晖路,科航路春意路,科航路春暄路,
春暄路,世纪大道春暄路,世纪大道春秀路,山东省康复医院,
唐冶,世纪大道唐冶西路,世纪大道龙凤山路,章灵,
章灵西,安家东,世纪大道凤鸣路,世纪大道凤礼路,
世纪大道凤歧路,世纪大道凤山路,世纪大道刘智远路,世纪大道凤凰路,
邓家,牛旺庄,工业南路舜华路,舜华路天辰路
","舜华路天辰路,工业南路舜华路,牛旺庄,邓家,
世纪大道凤凰路,世纪大道刘智远路,世纪大道凤山路,世纪大道凤歧路,
世纪大道凤礼路,世纪大道凤鸣路,安家东,章灵西,
章灵,世纪大道龙凤山路,世纪大道唐冶西路,唐冶,
山东省康复医院,世纪大道春秀路,世纪大道春暄路,春暄路,
科航路春暄路,科航路春意路,科航路春晖路,春晖路科文路,
科创路春晖路,碧桂园翡翠雅郡,科创路春博路,孙村新区
"
K163路(花园路二环东路--唐冶公交枢纽),普通公交,0630--2200,18.24605,济南公交集团东部公交第七分公司,"花园路二环东路,市口腔医院历城院区,花园路华信路,历城五中,
十里河西,十里河,十里河东,花园东路奥体西路,
花园东路正丰路,奥体中路花园东路,奥体中路康虹路,贤文花园南区,
电子机械工程学校,天辰路天泺路,天辰路崇华路,天辰路舜华路,
天辰路颖秀路,颖秀路新泺大街,新泺大街舜旺路,新泺大街开拓路,
新泺大街东口,凤凰路新泺大街,凤凰路天辰路,义和庄南,
世纪大道凤山路,世纪大道凤歧路,世纪大道凤礼路,世纪大道凤鸣路,
安家东,章灵西,章灵,世纪大道龙凤山路,
唐冶西路世纪大道,唐冶西路文苑街,唐冶西路幼安街,唐官小区,
唐冶公交枢纽","唐冶公交枢纽,唐官小区,唐冶西路幼安街,唐冶西路文苑街,
唐冶西路世纪大道,世纪大道龙凤山路,章灵,章灵西,
安家东,世纪大道凤鸣路,世纪大道凤礼路,世纪大道凤歧路,
世纪大道凤山路,义和庄南,凤凰路天辰路,凤凰路新泺大街,
新泺大街东口,新泺大街开拓路,新泺大街舜旺路,颖秀路新泺大街,
天辰路颖秀路,天辰路舜华路,天辰路崇华路,天辰路天泺路,
电子机械工程学校,贤文花园南区,奥体中路康虹路,奥体中路花园东路,
花园东路正丰路,花园东路奥体西路,十里河东,十里河,
十里河西,历城五中,花园路华信路,市口腔医院历城院区,
花园路二环东路"
K166路(龙奥公交枢纽--徐家庄),普通公交,,9.00977,济南公交集团东部公交第三分公司,"龙奥公交枢纽,奥龙观邸,奥体中心体育馆,经十路奥体东路,
浪潮路南口,省干部学院,雅居园小区,崇华路新泺大街,
天辰路崇华路,天辰路舜华路,舜华路天辰路,工业南路舜华路,
颖秀路工业南路,康虹路颖秀路,新东方花园,舜华北路北口,
花园东路舜华北路,花园东路颖秀路,牛旺庄小区北门,花园东路开拓路,
花园东路金达路,徐家庄","徐家庄,花园东路金达路,花园东路开拓路,牛旺庄小区北门,
花园东路颖秀路,花园东路舜华北路,舜华北路北口,新东方花园,
康虹路颖秀路,颖秀路工业南路,工业南路舜华路,舜华路天辰路,
天辰路舜华路,天辰路崇华路,崇华路新泺大街,雅居园小区,
省干部学院,浪潮路南口,经十路奥体东路,奥体中心体育馆,
奥龙观邸,龙奥公交枢纽"
K168路(金汇瀚玉城--公交祝甸车场),普通公交,0630--2140,12.38963,济南公交集团北部公交分公司,"金汇瀚玉城,临时路,汉峪西路华峪路,华汉路汉峪西路,
瀚阳学校,舜华南路大汉峪路,舜华南路旅游路,舜华南路东荷路,
舜华南路舜义路,舜华南路辰祥路,舜华南路龙奥北路,舜华南路经十路,
舜华路南口,舜华路伯乐路,齐鲁软件园东,颖秀路舜风路,
颖秀路新泺大街,颖秀路天辰路,颖秀路工业南路,颖秀路康虹路,
聚鑫旺园,颖秀路花园东路,花园东路颖秀路,花园东路舜华北路,
花园东路崇华路,花园东路奥体中路,花园东路正丰路,花园东路奥体西路,
十里河东,十里河,十里河西,农干院路花园东路,
农干院路祝甸路,公交祝甸车场","公交祝甸车场,农干院路祝甸路,农干院路花园东路,十里河西,
十里河,十里河东,花园东路奥体西路,花园东路正丰路,
花园东路奥体中路,花园东路崇华路,花园东路舜华北路,花园东路颖秀路,
颖秀路花园东路,聚鑫旺园,颖秀路康虹路,颖秀路工业南路,
颖秀路天辰路,颖秀路新泺大街,颖秀路舜风路,齐鲁软件园东,
舜华路伯乐路,舜华路南口,舜华南路经十路,舜华南路龙奥北路,
舜华南路辰祥路,舜华南路舜义路,舜华南路东荷路,舜华南路旅游路,
舜华南路大汉峪路,瀚阳学校,华汉路汉峪西路,汉峪西路华峪路,
临时路,金汇瀚玉城"
